text,label,text_clean
They finally came to fix the ceiling.,ham,they finally came to fix the ceiling.
"Yo, any way we could pick something up tonight?",ham,"yo, any way we could pick something up tonight?"
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham,"well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
So how are you really. What are you up to. How's the masters. And so on.,ham,so how are you really. what are you up to. how's the masters. and so on.
"Goodmorning, today i am late for 1hr.",ham,"goodmorning, today i am late for 1hr."
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",ham,"beautiful tomorrow never comes.. when it comes, it's already today.. in the hunt of beautiful tomorrow don't waste your wonderful today.. goodmorning:)"
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",ham,"a gram usually runs like &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt;"
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,ham,you have to pls make a note of all she.s exposed to. also find out from her school if anyone else was vomiting. is there a dog or cat in the house? let me know later.
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham,make sure alex knows his birthday is over in fifteen minutes as far as you're concerned
Can you use foreign stamps for whatever you send them off for? ,ham,can you use foreign stamps for whatever you send them off for?
Hey you can pay. With salary de. Only  &lt;#&gt; .,ham,hey you can pay. with salary de. only &lt;#&gt; .
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham,"good afternoon sunshine! how dawns that day ? are we refreshed and happy to be alive? do we breathe in the air and smile ? i think of you, my love ... as always"
Any way where are you and what doing.,ham,any way where are you and what doing.
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,ham,its a site to simulate the test. it just gives you very tough questions to test your readiness.
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,spam,this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18+only
I'm in chennai velachery:),ham,i'm in chennai velachery:)
I'm really not up to it still tonight babe,ham,i'm really not up to it still tonight babe
Lovely smell on this bus and it ain't tobacco... ,ham,lovely smell on this bus and it ain't tobacco...
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ham,no. it's not pride. i'm almost &lt;#&gt; years old and shouldn't be takin money from my kid. you're not supposed to have to deal with this stuff. this is grownup stuff--why i don't tell you.
"Ah, well that confuses things, doesnÛ÷t it?",ham,"ah, well that confuses things, doesnû÷t it?"
K sure am in my relatives home. Sms me de. Pls:-),ham,k sure am in my relatives home. sms me de. pls:-)
"(And my man carlos is definitely coming by mu tonight, no excuses)",ham,"(and my man carlos is definitely coming by mu tonight, no excuses)"
Just sleeping..and surfing,ham,just sleeping..and surfing
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,ham,nite nite pocay wocay luv u more than n e thing 4eva i promise ring u 2morrowxxxx
You can never do NOTHING,ham,you can never do nothing
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,ham,your board is working fine. the issue of overheating is also reslove. but still software inst is pending. i will come around 8'o clock.
\alright babe,ham,\alright babe
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",ham,"\symptoms\"" when u are in love: \""1.u like listening songs 2.u get stopped where u see the name of your beloved 3.u won't get angry when your"""
Yar but they say got some error.,ham,yar but they say got some error.
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam,"sppok up ur mob with a halloween collection of nokia logo&pic message plus a free eerie tone, txt card spook to 8007"
Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,ham,hey mate. spoke to the mag people. weû÷re on. the is deliver by the end of the month. deliver on the 24th sept. talk later.
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. that &lt;#&gt; dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. every dime so for me to expect anything from you is not practical. something like that.
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham,"just gettin a bit arty with my collages at the mo, well tryin 2 ne way! got a roast in a min lovely i shall enjoy that!"
I hope your pee burns tonite.,ham,i hope your pee burns tonite.
I'm in class. Did you get my text.,ham,i'm in class. did you get my text.
Really do hope the work doesnt get stressful. Have a gr8 day.,ham,really do hope the work doesnt get stressful. have a gr8 day.
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",ham,"it's not that you make me cry. it's just that when all our stuff happens on top of everything else, it pushes me over the edge. you don't underdtand how often i cry over my sorry, sorry life."
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",ham,"sorry light turned green, i meant another friend wanted &lt;#&gt; worth but he may not be around"
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,ree entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham,no got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
I know you are. Can you pls open the back?,ham,i know you are. can you pls open the back?
Oops my phone died and I didn't even know. Yeah I like it better.,ham,oops my phone died and i didn't even know. yeah i like it better.
Then why you came to hostel.,ham,then why you came to hostel.
Long beach lor. Expected... U having dinner now?,ham,long beach lor. expected... u having dinner now?
U repeat e instructions again. Wat's e road name of ur house?,ham,u repeat e instructions again. wat's e road name of ur house?
Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,ham,okie ì_ wan meet at bishan? cos me at bishan now. i'm not driving today.
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,"sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
